x, y
33.25984414289848, 0.0014336069223929528
37.13249288837961, 0.0013013535774271615
38.417575169852014, 0.0011418512476995425
39.771351741184965, 0.0010703947196376293
42.480177000329775, 0.0009365663409639612
43.784341028985665, 0.0007961895955340557
44.75498221157124, 0.0006878834791920319
46.568041759343615, 0.0005866810649074277
47.95888910960654, 0.00045352370572428294
49.28025932909882, 0.0004109220900564763
50.5849615608804, 0.00031304887468808966
51.95845593763629, 0.0002719562847692287
54.169198667735245, 0.0002235496670265737
59.06619474407137, 0.00018862122579715583
59.06619474407137, 0.00018862122579715583
61.93954706782045, 0.0001740415578059858
64.44698650284415, 0.00016782559690644265
66.28137846541654, 0.0001653831011086678
69.81897130137843, 0.00015679251632997178
69.81897130137843, 0.00015679251632997178
73.05017977615317, 0.00014985638987203399
75.62745514403132, 0.00014639795967444792
78.5726331212813, 0.00014274783024171897
84.31682615419291, 0.0001393610901897612
89.39726795046053, 0.00013367771828705068
